Date,AAPL,GOOGL,MSFT,SPY
2020-01-02,72.40052032470703,67.9207992553711,152.50570678710938,297.69903564453125
2020-01-03,71.69664001464844,67.56548309326172,150.60671997070312,295.4447326660156
2020-01-06,72.2679443359375,69.36639404296875,150.99606323242188,296.5718688964844
2020-01-07,71.92806243896484,69.23240661621094,149.6192626953125,295.73797607421875
2020-01-08,73.0851058959961,69.72518157958984,152.00244140625,297.31414794921875
2020-01-09,74.63751220703125,70.45714569091797,153.9014129638672,299.33013916015625
2020-01-10,74.80622863769531,70.9122085571289,153.1893310546875,298.4687194824219
2020-01-13,76.40442657470703,71.46156311035156,155.0313262939453,300.5213928222656
2020-01-14,75.37268829345703,70.99309539794922,153.9394073486328,300.06317138671875
2020-01-15,75.04969024658203,71.42037200927734,154.9363555908203,300.7412414550781
2020-01-16,75.98978424072266,71.96426391601562,157.77532958984375,303.2430419921875
2020-01-17,76.83106994628906,73.42125701904297,158.6583709716797,304.1868591308594
2020-01-21,76.3104248046875,73.55673217773438,158.08860778808594,303.5912170410156
2020-01-22,76.58280181884766,73.63711547851562,157.3290252685547,303.62786865234375
2020-01-23,76.95161437988281,73.67781066894531,158.29750061035156,303.97607421875
2020-01-24,76.72984313964844,72.7587661743164,156.70242309570312,301.272705078125
2020-01-27,74.47357940673828,71.0496597290039,154.08180236816406,296.4435729980469
2020-01-28,76.58039093017578,71.98113250732422,157.10118103027344,299.55010986328125
2020-01-29,78.18341827392578,72.28881072998047,159.55084228515625,299.3026428222656
2020-01-30,78.07010650634766,72.16722869873047,164.05136108398438,300.2739562988281
2020-01-31,74.60858154296875,71.10176849365234,161.6302032470703,294.821533203125
2020-02-03,74.40367126464844,73.57408905029297,165.57057189941406,297.0116882324219
2020-02-04,76.85999298095703,71.72853088378906,171.02056884765625,301.5385437011719
2020-02-05,77.48677062988281,71.76029968261719,170.8116912841797,305.0206298828125
2020-02-06,78.39312744140625,73.24507141113281,174.35324096679688,306.0470886230469
2020-02-07,77.32755279541016,73.40090942382812,174.60011291503906,304.4158935546875
2020-02-10,77.69483184814453,74.86732482910156,179.16714477539062,306.6884765625
2020-02-11,77.22604370117188,74.93679809570312,175.12234497070312,307.22003173828125
2020-02-12,79.05998992919922,75.36209106445312,175.37867736816406,309.1993408203125
2020-02-13,78.49701690673828,75.10205078125,174.42926025390625,308.86944580078125
2020-02-14,78.5163345336914,75.36705017089844,175.98638916015625,309.36431884765625
2020-02-18,77.07865142822266,75.40228271484375,177.7713623046875,308.5669860839844
2020-02-19,78.19498443603516,75.67174530029297,178.30455017089844,310.04241943359375
2020-02-20,77.3927993774414,75.28070068359375,175.5816192626953,308.7686462402344
2020-02-21,75.64098358154297,73.61676025390625,170.03102111816406,305.5888366699219
2020-02-24,72.04801940917969,70.46060943603516,162.70004272460938,295.4538269042969
2020-02-25,69.60759735107422,68.79620361328125,160.01519775390625,286.5010070800781
2020-02-26,70.71183013916016,69.00214385986328,162.0145721435547,285.44720458984375
2020-02-27,66.0895004272461,65.25446319580078,150.5991973876953,272.6273193359375
2020-02-28,66.05086517333984,66.46034240722656,154.24563598632812,271.4818420410156
2020-03-02,72.2002182006836,68.79620361328125,164.50901794433594,283.23883056640625
2020-03-03,69.90721130371094,66.38441467285156,156.6258087158203,275.12890625
2020-03-04,73.14983367919922,68.56196594238281,162.3763427734375,286.6934814453125
2020-03-05,70.7770767211914,65.2450180053711,158.30145263671875,277.163330078125
2020-03-06,69.83712768554688,64.30116271972656,153.8267059326172,272.5814514160156
2020-03-09,64.31356048583984,60.333641052246094,143.40147399902344,251.29437255859375
2020-03-10,68.9455337524414,63.280372619628906,153.20787048339844,264.2974853515625
2020-03-11,66.55103302001953,60.090965270996094,146.26724243164062,251.41343688964844
2020-03-12,59.97880554199219,55.16072082519531,132.39549255371094,227.35890197753906
2020-03-13,67.16474914550781,60.25820541381836,151.21798706054688,246.79501342773438
2020-03-16,58.52422332763672,53.24767303466797,128.929931640625,219.789794921875
2020-03-17,61.09751892089844,55.48378372192383,139.54554748535156,231.6566925048828
2020-03-18,59.60186004638672,54.150352478027344,133.6713409423828,219.92723083496094
2020-03-19,59.14519500732422,55.16667556762695,135.87062072753906,220.3945770263672
2020-03-20,55.390323638916016,53.009971618652344,130.76748657226562,210.89682006835938
2020-03-23,54.213600158691406,52.311256408691406,129.4630889892578,205.50462341308594
2020-03-24,59.65260314941406,56.07679748535156,141.23077392578125,224.1239776611328
2020-03-25,59.32399368286133,54.66794967651367,139.87884521484375,227.47914123535156
2020-03-26,62.44580078125,57.709957122802734,148.62840270996094,240.76162719726562
2020-03-27,59.86040115356445,55.096702575683594,142.52554321289062,233.59039306640625
2020-03-30,61.56869125366211,56.88568878173828,152.55093383789062,241.1763458251953
2020-03-31,61.44306182861328,57.66182327270508,150.1517333984375,237.58155822753906
2020-04-01,58.21009826660156,54.691768646240234,144.8201141357422,226.8892364501953
2020-04-02,59.181427001953125,55.43267059326172,147.81912231445312,232.1248016357422
2020-04-03,58.330909729003906,54.22529220581055,146.45761108398438,228.76959228515625
2020-04-06,63.419551849365234,58.71586227416992,157.34938049316406,244.1352081298828
2020-04-07,62.685020446777344,58.684593200683594,155.65467834472656,244.38414001464844
2020-04-08,64.28939056396484,59.89743423461914,157.21612548828125,252.58770751953125
2020-04-09,64.75332641601562,59.876094818115234,157.22561645507812,256.4313659667969
2020-04-13,66.02427673339844,60.066654205322266,157.577880859375,254.09019470214844
2020-04-14,69.35872650146484,62.7870979309082,165.37539672851562,261.583984375
2020-04-15,68.72565460205078,62.39357376098633,163.64260864257812,256.0257873535156
2020-04-16,69.27173614501953,62.400020599365234,168.55532836914062,257.260986328125
2020-04-17,68.33180236816406,63.47043228149414,170.04054260253906,264.2109375
2020-04-20,66.9134750366211,62.584625244140625,166.67018127441406,259.55615234375
2020-04-21,64.84513092041016,60.15350341796875,159.77720642089844,251.6750946044922
2020-04-22,66.71292877197266,62.44865417480469,165.20404052734375,257.260986328125
2020-04-23,66.45436096191406,63.08186721801758,163.20468139648438,257.242431640625
2020-04-24,68.37288665771484,63.35133743286133,166.18463134765625,260.8280944824219
2020-04-27,68.42121887207031,63.06648254394531,165.70858764648438,264.5888671875
2020-04-28,67.31214904785156,61.16733932495117,161.6717987060547,263.3722229003906
2020-04-29,69.52303314208984,66.60574340820312,168.9266357421875,270.2668151855469
2020-04-30,70.98966979980469,66.83003997802734,170.621337890625,267.7504577636719
2020-05-01,69.8468017578125,65.37206268310547,166.20372009277344,260.6622619628906
2020-05-04,70.83506774902344,65.64897155761719,170.26901245117188,261.38116455078125
2020-05-05,71.89820861816406,66.94517517089844,172.09703063964844,263.7961730957031
2020-05-06,72.64002990722656,66.76702117919922,173.79171752929688,262.00799560546875
2020-05-07,73.39146423339844,67.9505844116211,174.8009033203125,265.1695861816406
2020-05-08,75.13829803466797,68.69794464111328,175.8291778564453,269.55712890625
2020-05-11,76.32062530517578,69.65321350097656,177.7904052734375,269.6124267578125
